parameter_id,node_id,parameter_name,unit,value,min_value,max_value,context,confidence_level,source_document,extraction_date
PAR_195,PUB_479,скорость нагружения,,,,,новое объяснение влияния на прочность горных пород при сжатии,High,ГП № 1-2024.pdf,2026-07-03
PAR_196,FAC_480,Запасы угля,тыс. т,2 287 368,,,Балансовые запасы по чистым угольным пачкам в технических границах отработки разреза,High,ГП № 1-2024.pdf,2026-07-03
PAR_197,FAC_480,Средний коэффициент вскрыши,м³/т,"4,4",,,,High,ГП № 1-2024.pdf,2026-07-03
PAR_198,FAC_480,Срок разработки участка,год,51,,,,High,ГП № 1-2024.pdf,2026-07-03
PAR_199,MAT_484,Влажность,%,"1,7",,,,High,ГП № 1-2024.pdf,2026-07-03
PAR_200,MAT_484,Прочность на сжатие,МПа,"7,6",,,,High,ГП № 1-2024.pdf,2026-07-03
PAR_201,MAT_485,Прочность на сжатие,МПа,,10,55,,High,ГП № 1-2024.pdf,2026-07-03
PAR_202,EQU_489,техническая производительность,не указана,не указано,не указано,не указано,применение на Эльгинском разрезе,High,ГП № 1-2024.pdf,2026-07-03
PAR_203,EQU_500,Усилие резания,,,,,позволяет разрабатывать различные типы геоматериалов без предварительного разупрочнения,High,ГП № 1-2024.pdf,2026-07-03
PAR_204,PRO_508,Распределение компонент тензора напряжений,,,,,Для различных направлений силового воздействия и других граничных условий,High,ГП № 1-2024.pdf,2026-07-03
PAR_205,PRO_508,Напряженно-деформированное состояние,,,,,Оценка устойчивости породного массива,High,ГП № 1-2024.pdf,2026-07-03
PAR_206,PRO_516,Процент потерь,%,,"0,15","8,7",Зависит от метода разработки (селективная или валовая),High,ГП № 1-2024.pdf,2026-07-03
PAR_207,PRO_517,Процент разубоживания,%,,"3,9","24,8",Зависит от метода разработки (селективная или валовая),High,ГП № 1-2024.pdf,2026-07-03
PAR_208,PRO_518,Процент зольности,%,,"21,9",39,Зависит от метода разработки (селективная или валовая),High,ГП № 1-2024.pdf,2026-07-03
PAR_209,EQU_520,Размер загрузочной щели,мм,,180,260,Параметры работы дробилки,High,ГП № 1-2024.pdf,2026-07-03
PAR_210,EQU_531,Год ввода в эксплуатацию,,2023,,,Разрез 'Распадский',High,ГП № 2-2024.pdf,2026-07-03
PAR_211,EQU_539,Мощность,кВт,1194,,,,High,ГП № 2-2024.pdf,2026-07-03
PAR_212,EQU_539,Мощность,л.с.,1624,,,,High,ГП № 2-2024.pdf,2026-07-03
PAR_213,EQU_542,Мощность двигателя,л.с.,1068,,,Характеристики газового самосвала БЕЛАЗ-7558H,High,ГП № 2-2024.pdf,2026-07-03
PAR_214,EQU_542,Грузоподъёмность,тонн,,30,45,Характеристики газовых самосвалов БЕЛАЗ,High,ГП № 2-2024.pdf,2026-07-03
PAR_215,EQU_545,производительность,не указана,,,,при использовании в Лаборатории новых методов флотационных процессов,High,ГП № 2-2024.pdf,2026-07-03
PAR_216,FAC_551,Время работы,Режим работы,24/7,,,Монтаж и демонтаж шин,High,ГП № 2-2024.pdf,2026-07-03
PAR_217,PRO_548,Пробег,км,,50000,85000,Тестовая эксплуатация на самосвалах,High,ГП № 2-2024.pdf,2026-07-03
PAR_218,PRO_548,Остаточная глубина протектора,%,24,,,После пробега 69576 км,High,ГП № 2-2024.pdf,2026-07-03
PAR_219,MAT_556,Рабочая температура,°C,,-50,50,Для гидравлических экскаваторов и другой карьерной техники,High,ГП № 2-2024.pdf,2026-07-03
PAR_220,PRO_563,Метод подсчета,,,,,"Метод сечения, метод параллельных срезов",High,ГП № 2-2024.pdf,2026-07-03
PAR_221,PRO_564,Точность моделирования,Не применимо,,,,При создании профиля дороги в Micromine,High,ГП № 2-2024.pdf,2026-07-03
PAR_222,PRO_574,Метод подсчёта,,,,,Выбор метода подсчёта объёма в зависимости от типа модели и задачи,High,ГП № 2-2024.pdf,2026-07-03
PAR_223,PRO_574,Размер палетки,м,20 x 20,,,Метод палетки,High,ГП № 2-2024.pdf,2026-07-03
PAR_224,PRO_574,Шаг сечения,м,5,,,Метод вертикальных сечений,High,ГП № 2-2024.pdf,2026-07-03
PAR_225,EQU_575,Стоимость,процент,,12,,Стоимость оборудования выше на 12% по сравнению со стандартным исполнением,High,ГП № 2-2024.pdf,2026-07-03
PAR_226,EQU_578,объём флотокамер,м³,70,,,,High,ГП № 2-2024.pdf,2026-07-03
PAR_227,EQU_579,объём флотокамер,м³,25,,,,High,ГП № 2-2024.pdf,2026-07-03
PAR_228,PRO_583,Время разработки,лет,,5,,Долгосрочное планирование,High,ГП № 2-2024.pdf,2026-07-03
PAR_229,ORG_562,Срок поставки,дни,,10,21,Сроки поставки оборудования из Турции,High,ГП № 2-2024.pdf,2026-07-03
PAR_230,ORG_562,Срок доставки,дни,,35,,Доставка оборудования из Европы в Санкт-Петербург,High,ГП № 2-2024.pdf,2026-07-03
PAR_231,MAT_586,температурный диапазон,°C,,-50,-10,зимняя техника,High,ГП № 2-2024.pdf,2026-07-03
PAR_232,MAT_587,температурный диапазон,°C,,-30,20,техника для весны/осени,High,ГП № 2-2024.pdf,2026-07-03
PAR_233,MAT_588,температурный диапазон,°C,,-10,50,летняя техника,High,ГП № 2-2024.pdf,2026-07-03
PAR_234,MAT_591,температурный диапазон,°C,,0,50,открытые зубчатые передачи,High,ГП № 2-2024.pdf,2026-07-03
PAR_235,PRO_597,Производительность,т/ч,,100,800,,High,ГП № 2-2024.pdf,2026-07-03
PAR_236,MAT_598,Количество,мм,,300,900,,High,ГП № 2-2024.pdf,2026-07-03
PAR_237,MAT_599,Количество,мм,,20,250,,High,ГП № 2-2024.pdf,2026-07-03
PAR_238,EQU_600,экономический эффект,%,,5,5,на горно-металлургических материалах,High,ГП № 2-2024.pdf,2026-07-03
PAR_239,EQU_600,экономический эффект,%,,3,3,на обслуживании и ремонте,High,ГП № 2-2024.pdf,2026-07-03
PAR_240,EQU_600,снижение операционных затрат,%,,4,4,при полном внедрении,High,ГП № 2-2024.pdf,2026-07-03
PAR_241,EQU_600,повышение производительности,%,,4,4,при полном внедрении,High,ГП № 2-2024.pdf,2026-07-03
PAR_242,EQU_600,улучшение коэффициента технической готовности оборудования,%,,5,5,,High,ГП № 2-2024.pdf,2026-07-03
